Poster # / Board #,Poster title,Full Author List,Date,Time,Location,Session #,Session Type,Affliliation,Senior Author/PI Account
PSTR034.01 / J6,Expression of senescence-associated β-galactosidase in the hypothalamus of aged mice,"T. KOMORI1, E. KURIYAMA2, Y. MORIKAWA1","October 5, 2024",1:00 PM - 5:00 PM,MCP Hall A,PSTR034,Cellular Actions of Stress,"1Dept. of Anat. & Neurobio., 2Dept. of Neurolog. Surgery, Wakayama Med. Univ., Wakayama, Japan",Y. MORIKAWA1
